"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
5.55006471176582e-15,-4.42328015787866,0.025,0.787,9.12541639908536e-11,"HLA-DRB5"
8.77014419131744e-11,-2.79121052434351,0.138,0.88,1.44198710793641e-06,"FKBP5"
1.28733659797909e-10,-1.32372754736258,0.5,0.987,2.11663883439722e-06,"MT2A"
2.50900041246064e-09,-2.89127542217298,0.075,0.453,4.12529847816779e-05,"CAVIN2"
3.25338934430195e-09,-2.56763330817225,0.162,0.88,5.34922275990126e-05,"MT1M"
4.38371216469325e-08,-6.75595033893876,0,0.213,0.000720769954118864,"RPS4Y1"
2.37764643906813e-07,-2.70875720333975,0.075,0.493,0.00390932627511581,"FBXO21"
3.58111666878072e-07,-2.17750356656958,0.075,0.613,0.00588807202680926,"TPM1"
9.16912652494624e-07,-2.20352226700766,0.212,0.88,0.0150758778323166,"CEBPB"
1.12693358613947e-06,-1.72198977625303,0.3,0.92,0.0185290420233052,"MT1E"
2.30599246292799e-06,1.05503953969954,0.8,0.733,0.0379151280754619,"SOX18"
2.85634196309525e-06,-1.99939061826243,0.1,0.72,0.0469639745572122,"ARRDC2"
3.78859603621851e-06,6.41785774054681,0.162,0,0.0622920960275048,"MICOS10"
4.82007997768994e-06,0.868886362727815,0.762,0.733,0.0792517549931779,"ARGLU1"
5.1293215346035e-06,2.14727418458819,0.6,0.293,0.0843363046719507,"LPAR6"
5.17969565286607e-06,-0.639631549777608,0.512,0.96,0.0851645559244238,"TMEM204"
5.37733617023452e-06,-1.53628117869042,0.25,0.867,0.088414161310996,"KLF9"
8.05154307633216e-06,-4.98239799992669,0.013,0.507,0.132383471261053,"APOLD1"
1.05047001001168e-05,-1.97495922405794,0.15,0.693,0.17271827904612,"DDIT4"
1.4317431246306e-05,6.45260549214334,0.138,0,0.235407204551764,"TLE5"
1.55754119298274e-05,0.757099864671404,0.963,0.933,0.256090922950222,"EGFL7"
3.14096344173548e-05,-2.72144446171544,0.1,0.72,0.516437209090148,"CEBPD"
4.29957710494565e-05,6.36219092975358,0.15,0,0.706936467595164,"EEF1G"
5.32843125081561e-05,-2.89375858586219,0.088,0.667,0.876100666259103,"MT1X"
5.66889629702057e-05,-1.37459378863088,0.288,0.88,0.932079929156123,"TSC22D3"
6.25678700576844e-05,-2.02837064072684,0.088,0.533,1,"ITPRIP"
6.8501845245413e-05,1.00130568124334,0.7,0.627,1,"TNFSF10"
7.66891719690069e-05,-1.12472045424819,0.138,0.347,1,"TCEAL9"
7.78428499105266e-05,0.65628264186627,0.787,0.76,1,"TM4SF1"
8.3702608001877e-05,-3.29005960762036,0.013,0.307,1,"SOCS1"
9.09993379186658e-05,1.73845720666971,0.412,0.267,1,"ZNF503"
9.39022446889411e-05,-2.0791626516053,0.1,0.56,1,"ZBTB16"
0.000105587039592437,6.05900418845174,0.112,0,1,"SEPTIN2"
0.000111417275431209,-0.518265593020397,0.425,0.853,1,"CFLAR"
0.00012585838295612,-1.56013375642707,0.062,0.48,1,"FOXN3"
0.000134744089933378,-1.98106987196413,0.075,0.467,1,"PRKCA"
0.000175472562734862,-0.695529172276858,0.325,0.52,1,"ADGRF5"
0.000176005130372937,0.0178671424937056,0.575,0.893,1,"POLR2L"
0.000205465318414593,-0.697599873092683,0.262,0.693,1,"PRX"
0.000230527714630304,5.81481863835079,0.1,0,1,"RO60"
0.000231261312613262,-6.18938307522282,0,0.213,1,"RPA3"
0.000271518583153972,-1.34893269749628,0.112,0.36,1,"TRIM56"
0.000308143185257131,0.652712469688685,0.825,0.867,1,"ID3"
0.000311176661666418,6.10467346841043,0.112,0,1,"MICOS13"
0.000369290745144867,0.895141533582166,0.812,0.733,1,"FCN3"
0.000424798285117935,-1.02860364406869,0.162,0.387,1,"UQCR11"
0.000436262220891541,0.892009538986914,0.6,0.667,1,"GJA5"
0.000458062121398747,-1.82234828066026,0.125,0.64,1,"FAM107A"
0.000521385806764602,-6.11747541725494,0,0.187,1,"PPIC"
0.000648598605619111,1.18644253327699,0.625,0.547,1,"EFNB2"
0.000691363332169962,-5.76970683266463,0,0.133,1,"BAHD1"
0.000699769288701993,-1.07459975529697,0.262,0.787,1,"PDK4"
0.0007406901925733,-1.22661817570765,0.15,0.573,1,"ZFHX3"
0.000772624197733242,-3.02429532933011,0.062,0.56,1,"CSRNP1"
0.000910918813686916,-5.42461921860274,0,0.12,1,"ATPAF2"
0.000968756307384244,-1.41295751287378,0.075,0.347,1,"WDR82"
0.000989467170696784,-0.0196213433829082,0.588,0.907,1,"TIMP2"
0.00103211292483812,-1.48013887376511,0.15,0.64,1,"NEDD9"
0.00103787319861888,0.909013795420373,0.525,0.613,1,"CLEC3B"
0.0010554901684776,-0.738598678726165,0.288,0.747,1,"PDIA3"
0.00106608787620787,-5.7547490711198,0,0.16,1,"MFN2"
0.00115728608705859,-0.751166077075129,0.088,0.293,1,"CYTH1"
0.00120762566161815,-0.403108646146894,0.162,0.507,1,"MAP3K6"
0.00125533142491186,0.51683242174304,0.787,0.907,1,"DDX17"
0.00129947921231973,0.505761331461542,0.925,1,1,"HLA-DRB1"
0.00131448197897095,-2.70039289700686,0.025,0.333,1,"PER1"
0.00133469607453422,-1.88358971219669,0.062,0.427,1,"PXDC1"
0.00146603133246583,-0.137738495427532,0.4,0.733,1,"PARP14"
0.00148730471507021,0.127277908054238,0.6,0.893,1,"TMBIM6"
0.00152299049434819,-0.476821951015415,0.288,0.707,1,"ATP6V0E1"
0.00167905151206646,0.933300815683627,0.412,0.467,1,"RIN2"
0.00178967452093571,-1.80352478494892,0.1,0.547,1,"ANKS1A"
0.00195155120805059,0.0411247569353379,0.787,1,1,"A2M"
0.0020521320826368,-0.666797648186615,0.15,0.48,1,"ARHGAP31"
0.0020562606305622,0.0781158493160286,0.613,0.867,1,"COX6C"
0.00209122829661677,-1.83720880822659,0.075,0.293,1,"NOP53"
0.00209206612511089,-2.82154527276617,0.038,0.36,1,"BAIAP2"
0.00212665572366147,0.741639640729285,0.425,0.507,1,"PAIP2"
0.00215973215116063,0.306474638189251,0.6,0.787,1,"TSPAN7"
0.00217538993609258,0.283196964896941,0.362,0.613,1,"MMRN2"
0.00217834392446522,-0.373683140049184,0.325,0.747,1,"SOD1"
0.0021909964007856,1.72029019237987,0.338,0.227,1,"ADAMTS1"
0.00222509539373087,-0.231730345097918,0.388,0.52,1,"PLPP1"
0.00225119356487331,0.451035583119338,0.675,0.8,1,"CCDC85B"
0.00247639095577887,0.430023498855045,1,1,1,"MT-ND4"
0.00250822606408201,-1.94058974586976,0.062,0.373,1,"ADIPOR2"
0.00269168889481988,-1.14149557364288,0.112,0.467,1,"KLHL5"
0.00269267864044319,-0.604730765603012,0.188,0.507,1,"P4HB"
0.0028333646073624,-0.183724690998245,0.375,0.507,1,"PLPP3"
0.00291362163460277,6.00299009599198,0.1,0,1,"CIAO2B"
0.00291395373345279,1.84463134506619,0.238,0.16,1,"PXDN"
0.00293791763853024,0.524771602479681,0.588,0.76,1,"PSAP"
0.00311366396503147,-0.994599420838066,0.125,0.48,1,"PPP1R10"
