p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene
0.946536495,-0.339009132,0.101,0.162,1,MYO1E
0.94655693,0.281653901,0.101,0.162,1,ZFYVE27
0.94685227,-0.016073769,0.077,0.108,1,RALGAPA2
0.946991915,-0.715727341,0.107,0.162,1,PCNX3
0.947276756,-0.491299988,0.202,0.324,1,NECTIN2
0.947514688,-0.319725358,0.089,0.135,1,BRAP
0.947523952,0.038712923,0.119,0.162,1,PRDM2
0.947578425,0.504253244,0.149,0.162,1,XPC
0.947717809,-0.299897847,0.506,0.676,1,GTF2H5
0.947797869,0.244236519,0.143,0.162,1,REV3L
0.947799487,0.165960849,0.286,0.351,1,CPEB2
0.947804663,-0.245414902,0.137,0.216,1,COQ10A
0.947880826,-0.485646323,0.065,0.108,1,C1orf226
0.947903747,0.565038719,0.25,0.216,1,PILRB
0.948008917,-0.506243616,0.089,0.162,1,ATPAF2
0.948022283,-0.002091014,0.208,0.27,1,RBM12B
0.948084305,0.452242967,0.083,0.108,1,PBX2
0.948101606,-0.297329986,0.173,0.27,1,MERTK
0.948285419,0.202523359,0.077,0.108,1,BFAR
0.948569075,-0.357622715,0.125,0.189,1,NADK2
0.948572309,-0.644018197,0.202,0.324,1,CDK2AP2
0.948591465,0.021399818,0.22,0.351,1,NUDT16
0.948630113,-0.214079705,0.089,0.108,1,ACSS2
0.948787539,0.287220484,0.077,0.108,1,PIGW
0.94885155,0.639423282,0.155,0.162,1,ANKRD49
0.948855978,0.474597219,0.173,0.216,1,FNTA
0.949072961,-0.345027793,0.06,0.108,1,RMC1
0.949123369,-0.465865515,0.054,0.108,1,WHRN
0.949136113,0.143016987,0.137,0.189,1,ZFC3H1
0.949200904,-0.238719112,0.077,0.108,1,IRAK1
0.949206372,0.047320347,0.375,0.514,1,PPARGC1A
0.949220999,-0.171608553,0.143,0.216,1,SEC16A
0.949263897,0.131131414,0.155,0.216,1,CALCOCO1
0.949266126,-0.077289587,0.143,0.189,1,MARCKS
0.949304813,-0.337106045,0.119,0.189,1,RPS6KA3
0.949624508,-0.016309945,0.107,0.162,1,CCDC91
0.949624702,-0.435195499,0.137,0.216,1,PARL
0.949764845,-0.139383887,0.381,0.486,1,LRPPRC
0.949785176,0.241769151,0.113,0.189,1,RBM7
0.949894089,-0.463297811,0.077,0.108,1,CKMT2
0.950127463,-0.020001963,0.161,0.243,1,DEAF1
0.950261145,0.21366541,0.077,0.108,1,DIS3L
0.950308211,-0.206332041,0.101,0.162,1,SLC7A2
0.950582923,-0.232499056,0.119,0.189,1,EMC8
0.950595169,0.098545603,0.119,0.162,1,HEATR5A
0.950673163,0.648733721,0.065,0.108,1,SMTN
0.95070989,-0.402174778,0.083,0.108,1,MRPL45
0.950719374,-0.515960658,0.113,0.162,1,OTUD4
0.950839678,-0.541590281,0.125,0.189,1,FBXO8
0.950990927,-0.038118646,0.202,0.27,1,LETM1
0.951089669,-0.063115129,0.071,0.108,1,MMAA
0.951119929,-0.11118714,0.071,0.135,1,ZNF317
0.951129473,-0.376567353,0.071,0.108,1,MEF2D
0.951163573,0.40692231,0.143,0.189,1,EIF2S1
0.951330926,0.774927174,0.101,0.108,1,WDR41
0.951387966,0.159783264,0.369,0.459,1,RAB14
0.951447131,0.036713573,0.161,0.243,1,EXOC7
0.951543356,0.061659163,0.262,0.324,1,ZNF618
0.951729512,-0.986132199,0.065,0.108,1,FAM118B
0.951833283,0.011127748,0.476,0.622,1,PDXK
0.951947975,-0.058538575,0.077,0.108,1,MYCBP
0.951949802,-0.095477386,0.143,0.216,1,TYW3
0.951982887,0.066738751,0.256,0.351,1,TCEA2
0.952074887,0.299692455,0.131,0.135,1,HSD11B1L
0.952179056,0.122539119,0.071,0.108,1,GPRASP2
0.952349603,0.079715507,0.232,0.324,1,NDUFAF4
0.952386496,-0.096526393,0.167,0.27,1,GLRX3
0.952433106,-0.333008967,0.173,0.243,1,UBE2V2
0.952473712,0.271045164,0.161,0.216,1,MPG
0.952593337,-0.074808388,0.256,0.324,1,CUL5
0.952656546,-0.631691067,0.107,0.162,1,NEK1
0.952659545,0.024719661,0.083,0.108,1,LTBR
0.952904835,0.140458639,0.25,0.324,1,TGFBR2
0.952905413,0.197011724,0.179,0.243,1,KLHL5
0.952947221,0.171474722,0.19,0.27,1,PCCB
0.952968281,-0.149389651,0.077,0.135,1,ARMCX4
0.953022525,0.377308839,0.119,0.189,1,AIDA
0.953117829,0.47595969,0.095,0.135,1,GK
0.953179298,0.059903834,0.071,0.108,1,CMC4
0.95326705,0.419173712,0.125,0.162,1,TANC2
0.953307501,-0.553734609,0.155,0.216,1,VDR
0.953309666,0.163637193,0.238,0.324,1,TRAF4
0.95338403,0.543964656,0.119,0.162,1,DNPEP
0.953415361,-0.386348263,0.095,0.135,1,CARD19
0.953549678,-0.267723593,0.125,0.189,1,APBB2
0.953587211,-0.073656003,0.119,0.162,1,CELSR2
0.953618549,-0.755531294,0.095,0.135,1,BLZF1
0.953875879,-0.078885354,0.179,0.27,1,PIK3CB
0.953979728,0.217154673,0.101,0.135,1,FAM227B
0.953987638,-0.129159963,0.095,0.162,1,EHHADH
0.95400155,-0.302034416,0.244,0.351,1,EP300
0.954029119,0.140177849,0.089,0.135,1,TSTD2
0.954199756,-0.033350175,0.131,0.135,1,TEX30
0.954281349,-0.037947785,0.113,0.162,1,RRM1
0.954315217,0.204310289,0.321,0.405,1,PSMA5
0.954460773,0.133123836,0.149,0.216,1,ANAPC15
0.954666937,0.201541296,0.202,0.243,1,SNRPA
0.954675445,0.062456927,0.232,0.324,1,HOXA7
0.954795185,-0.104823374,0.089,0.135,1,PLBD1
0.954912137,-0.108288264,0.304,0.432,1,AP1S1
0.95496258,0.762319799,0.083,0.108,1,MYBBP1A
0.954990834,-0.446262899,0.125,0.189,1,CHORDC1
0.954991957,0.34550112,0.089,0.108,1,NUDT6
0.955013792,-0.39430509,0.137,0.162,1,PPWD1
0.955274888,0.065007454,0.071,0.108,1,SIRT3
0.955326806,-0.2601086,0.321,0.432,1,MAGT1
0.955534719,-0.692922833,0.137,0.216,1,CYFIP1
0.955576083,0.763157567,0.083,0.108,1,NAA30
0.955649851,-0.303454855,0.286,0.405,1,NCSTN
0.955931917,-0.05711761,0.321,0.432,1,MCCC2
0.955937043,-0.308195829,0.286,0.432,1,ERGIC1
0.955952603,-0.331697524,0.238,0.378,1,MRPL16
0.956025373,-0.03305431,0.351,0.486,1,MYH9
0.956071945,0.004884192,0.542,0.676,1,TECR
0.95609986,-0.117919864,0.083,0.108,1,DNAAF4
0.956115899,-0.866207943,0.077,0.162,1,TOMM34
0.95616382,0.229402499,0.131,0.162,1,SIPA1L1
0.956191101,0.135301111,0.06,0.108,1,CDK8
0.95621848,-0.510607671,0.071,0.108,1,PILRA
0.956224099,0.188921292,0.107,0.135,1,GNPDA2
0.956240826,-0.423372636,0.315,0.432,1,ID2
0.956333938,-0.61441214,0.143,0.162,1,LPGAT1
0.956405829,0.013678486,0.095,0.135,1,HIKESHI
0.956406996,-0.100274956,0.161,0.216,1,CHD1
0.956437832,0.047837914,0.732,0.865,1,PRDX1
0.956492735,-0.077642551,0.393,0.486,1,PLXNB1
0.956626821,-0.240997435,0.446,0.622,1,MFSD4A
0.956866653,0.017885619,0.107,0.189,1,SELENOO
0.956867104,-0.112721074,0.589,0.757,1,HNRNPA1
0.956883866,-0.30636048,0.179,0.297,1,RPL22L1
0.956945383,-0.63508643,0.149,0.27,1,PPP2R5A
0.957494015,-0.358788038,0.179,0.27,1,FAM50A
0.957542405,-0.524980705,0.131,0.189,1,ASB8
0.957579003,0.037435573,0.167,0.216,1,PIGM
0.957654123,-0.341300933,0.095,0.135,1,KLHL8
0.95769774,0.829918476,0.113,0.108,1,PJA1
0.957700795,-0.77819569,0.107,0.216,1,STARD8
0.957720789,0.207419274,0.077,0.108,1,EPDR1
0.957748213,-0.049939541,0.101,0.108,1,KSR1
0.957862275,0.284218344,0.113,0.162,1,YEATS4
0.957966153,0.119641318,0.155,0.189,1,CD58
0.958042411,0.144737395,0.262,0.324,1,MTCH2
0.958095655,0.1505856,0.089,0.108,1,CACNA1H
0.958143288,0.103383438,0.077,0.108,1,CLIP2
0.958160258,0.231983657,0.125,0.162,1,NOL8
0.958342119,0.157658144,0.107,0.135,1,ENTPD4
0.958362855,0.00742942,0.637,0.811,1,TM9SF3
0.958391331,-0.278460815,0.244,0.378,1,HSPA4
0.958490079,-0.577110848,0.131,0.243,1,UBE2G1
0.958541288,0.086006889,0.286,0.405,1,ERMP1
0.958607576,0.46522122,0.143,0.189,1,CREB1
0.958664514,-0.116718112,0.107,0.162,1,TMEM94
0.958903832,0.622667719,0.155,0.189,1,ZFAND2B
0.958958724,0.150089243,0.375,0.514,1,AK2
0.958971307,-0.133264012,0.5,0.676,1,FAM162A
0.959016559,-0.787774558,0.089,0.189,1,RAI1
0.959088287,0.678020774,0.161,0.189,1,ZMIZ2
0.959143832,-0.333388399,0.375,0.568,1,FMC1
0.959156732,-0.119865748,0.149,0.243,1,BACH1
0.959289175,-0.205503516,0.149,0.216,1,TXNDC9
0.959337229,0.093753231,0.31,0.432,1,PAFAH1B1
0.959445794,-0.542927109,0.137,0.216,1,CTCF
0.959577569,-0.285871289,0.149,0.243,1,RAB8A
0.959629544,0.963310887,0.095,0.108,1,CSNK1G1
0.959666295,-0.05196501,0.208,0.27,1,MGAT1
0.959681416,0.172914914,0.214,0.27,1,AGPAT1
0.959754079,-0.166391017,0.089,0.135,1,MRPL30
0.959786205,-0.265149637,0.143,0.216,1,TMEM115
0.959789936,0.163303601,0.143,0.216,1,XPR1
0.95986403,-0.303897376,0.256,0.378,1,RAB18
0.960003631,-0.30800107,0.405,0.595,1,TMEM50B
0.960060702,0.2788638,0.131,0.162,1,GSK3B
0.960157206,0.593441093,0.179,0.243,1,ATXN1
0.960195411,-0.225206358,0.065,0.135,1,GPAM
0.960295959,-0.589368791,0.107,0.162,1,WSB2
0.960391834,-0.187756741,0.131,0.189,1,TRMT1L
0.960447766,0.212791082,0.095,0.135,1,SLC15A4
0.960493822,0.019324745,0.089,0.135,1,PRR15
0.960544942,-0.278517987,0.131,0.189,1,PEX10
0.960577546,0.759728296,0.113,0.135,1,CNOT11
0.960586983,0.163117387,0.429,0.541,1,ITGA2
0.960641367,0.258609028,0.583,0.703,1,SF1
0.96064343,-0.64969419,0.149,0.216,1,WAPL
0.96071439,-0.373840504,0.22,0.351,1,PPA2
0.96074303,0.3049352,0.101,0.135,1,DIXDC1
0.960801282,0.337170887,0.137,0.189,1,MCM4
0.960831982,-0.178328567,0.095,0.135,1,PPP1R21
0.960875586,-0.334743886,0.101,0.162,1,POLR3H
0.961012024,-0.156202246,0.089,0.162,1,GRIK5
0.961062548,0.081383845,0.155,0.189,1,PTRHD1
0.961092114,0.061792567,0.101,0.135,1,FSTL3
0.961420035,-0.654746442,0.226,0.324,1,CCNDBP1
0.961794009,0.307592458,0.214,0.27,1,NPEPL1
0.96185579,-0.120108486,0.196,0.27,1,HOXA5
0.961873523,-0.262095664,0.363,0.486,1,SLC25A39
0.961917258,0.031808363,0.208,0.27,1,HELZ
0.96202709,0.126488271,0.077,0.108,1,B3GLCT
0.962070229,-0.086911708,0.137,0.162,1,DMXL2
0.962174162,0.000278161,0.381,0.514,1,VTI1B
0.96232174,-0.141292674,0.083,0.108,1,USP37
0.962332439,-0.551013612,0.143,0.243,1,CKAP5
0.962391083,-0.510226464,0.113,0.189,1,TRIM41
0.962401559,-0.660619942,0.101,0.189,1,SRPK2
0.962450137,-0.073546507,0.292,0.351,1,MRPS31
0.962619339,-0.035463855,0.429,0.595,1,UBE2H
0.962671598,-0.062002025,0.065,0.108,1,AACS
0.962673263,0.756457292,0.185,0.243,1,GBA2
0.962692285,0.62563691,0.077,0.108,1,SYNJ1
0.962700687,-0.244888789,0.137,0.189,1,ADAM17
0.962731182,-0.273208647,0.226,0.324,1,TPP1
0.962765933,-0.105316158,0.083,0.108,1,LAMB4
0.962815503,-0.608400734,0.173,0.27,1,CCDC6
0.962881425,0.392001905,0.101,0.135,1,FBXO34
0.962913503,-0.172280636,0.071,0.108,1,SPACA6
0.963250618,-0.138466878,0.137,0.216,1,EBNA1BP2
0.963315353,0.238341364,0.125,0.162,1,CCDC174
0.963333904,-0.366729414,0.071,0.108,1,CCNK
0.963510303,-0.130741053,0.417,0.568,1,LSM7
0.96352018,-0.391293117,0.179,0.243,1,CRELD2
0.963821285,-0.250591764,0.125,0.189,1,GPR155
0.96393105,-0.599919743,0.321,0.514,1,NUMA1
0.964379347,-0.662243863,0.167,0.27,1,RIDA
0.96441367,0.105266665,0.065,0.108,1,KLC2
0.96442015,-0.129951217,0.315,0.432,1,DEK
0.964442081,-0.518470738,0.107,0.162,1,PIAS4
0.964729813,-0.294419187,0.28,0.405,1,BOLA3
0.964780095,-0.231108754,0.232,0.351,1,STK24
0.964898408,-0.021347196,0.119,0.162,1,SOS1
0.964944938,-0.337252046,0.173,0.243,1,DLG3
0.965012853,-0.466180709,0.19,0.297,1,RPL7L1
0.965019855,-0.541881373,0.107,0.162,1,KAT7
0.965065516,-0.721316536,0.208,0.351,1,HOXC10
0.965101853,0.118541295,0.179,0.243,1,SEMA4D
0.965251456,0.077703559,0.196,0.27,1,GAA
0.96535671,0.052507222,0.179,0.243,1,FDFT1
0.965481788,-0.787383822,0.161,0.27,1,CIPC
0.965499222,-0.320259289,0.161,0.243,1,HMGN5
0.965626245,-0.101893735,0.167,0.243,1,MAP4K3
