"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.51756927572137e-13,-4.17436555352472,0.104,0.875,2.49518740314108e-09,"NR4A1"
1.95495172855871e-12,-2.41088812387167,0.433,0.906,3.21433163209623e-08,"IER3"
1.08103287548889e-10,-7.69567084163829,0,0.594,1.77743425387883e-06,"NR4A3"
3.57411600133427e-09,-1.08288228575307,0.776,0.969,5.8765615293938e-05,"JUND"
5.75048117332382e-09,-3.30290401707677,0.179,0.781,9.45494114517902e-05,"PTP4A1"
9.5035558335542e-09,-0.706076234029281,0.955,0.969,0.000156257465015298,"ACTG1"
5.8035070880027e-08,-1.44273492706454,0.507,0.906,0.000954212635409404,"TNFRSF12A"
7.85778958471118e-08,4.11491912338184,0.209,0,0.00129197776351821,"VIRMA"
8.78522491851432e-08,-6.10891044302332,0.015,0.562,0.00144446668110213,"HBEGF"
1.96527045511296e-07,-1.80692437256111,0.403,0.875,0.00323129768229673,"CDK2AP2"
2.08763131750629e-07,-3.27577150379379,0.119,0.719,0.00343248341224384,"SERTAD1"
2.48849286129258e-07,3.26071076420637,0.493,0.094,0.00409157996253727,"DPY19L2"
2.74899722886621e-07,-2.6217230566073,0.239,0.75,0.00451990124370182,"ARG2"
2.89808758738251e-07,-0.928644838100916,0.791,0.906,0.00476503561117432,"KRT18"
3.30864459409813e-07,3.13559327159448,0.224,0.031,0.00544007344161615,"SLC25A46"
9.85953662802437e-07,6.29047935215976,0.388,0,0.0162110501237977,"RNASEK"
1.04829672380457e-06,-2.20716453770162,0.313,0.812,0.0172360947327947,"BTG2"
1.28923044176915e-06,-2.01681541046676,0.418,0.844,0.0211975269235684,"HSPA1A"
1.32834542731524e-06,2.84094012399919,0.672,0.156,0.0218406555159172,"SPP1"
1.67887834629218e-06,-7.1277584036973,0,0.406,0.027604117769736,"CBARP"
1.73027713309878e-06,6.23096200495265,0.388,0,0.0284492166224101,"ATP6V0C"
2.33225720813342e-06,-4.2442307396529,0.03,0.5,0.0383469730161298,"NAB2"
2.3995427046405e-06,-2.05382277799776,0.313,0.812,0.0394532811496991,"RASD1"
2.52555200250775e-06,4.82972295631213,0.269,0,0.0415251260252324,"ZNF33A"
3.09889413325664e-06,-0.787367962952323,0.806,0.875,0.0509520173390057,"CYSTM1"
3.52263619727139e-06,-2.63110535837133,0.09,0.656,0.0579191843555363,"MAP2K3"
3.88281022179117e-06,-5.040312598572,0.015,0.5,0.0638411656666905,"MAFF"
3.9872518339856e-06,2.01940717391215,0.687,0.312,0.0655583946543913,"C12orf75"
4.04740674907128e-06,2.07431808272323,0.582,0.156,0.06654746176823,"SLC3A1"
4.26896241536265e-06,1.60876163229248,0.642,0.344,0.0701902800333927,"KCTD12"
5.23696092205937e-06,-2.85390752650638,0.104,0.625,0.0861061114805001,"PHLDA2"
6.09582795533146e-06,-0.869681911513393,0.776,0.938,0.10022760324156,"HSPE1"
6.16131445128934e-06,-1.39902550088893,0.493,0.875,0.101304332208099,"AQP3"
6.83818719739845e-06,4.89124700176007,0.254,0,0.112433473899625,"YPEL2"
7.51869635987735e-06,-0.904327037242794,0.791,1,0.123622405549103,"CA2"
8.702931363976e-06,-2.05834690134144,0.254,0.75,0.143093597486493,"HES4"
9.2036425667596e-06,2.38593373202245,0.358,0.062,0.151326291082661,"CCNG2"
9.27527185091386e-06,4.3628284850205,0.209,0,0.152504019772726,"PEX1"
1.06288079224458e-05,5.9361817068666,0.328,0,0.174758859860853,"EEF1G"
1.09353242481335e-05,-6.10162672903165,0,0.312,0.17979860128781,"FOSL1"
1.10235641004448e-05,-0.403670053936774,1,0.969,0.181249440939513,"ACTB"
1.39921377496769e-05,2.12351177065298,0.358,0.031,0.230058728880187,"SLC26A7"
1.55605747850753e-05,2.03390208993405,0.597,0.312,0.255846970616208,"STAT1"
1.7512472448018e-05,4.66679247091538,0.179,0,0.287940071990312,"ADGRF5"
1.78040492017133e-05,4.39329039586541,0.209,0,0.292734176974569,"PRH1"
1.81655443711358e-05,-0.635216316831248,0.866,0.938,0.298677880550214,"UBB"
2.29188181546569e-05,-0.954862612728938,0.701,0.875,0.376831208098868,"KRT8"
2.30376298151974e-05,-1.32534134933088,0.567,0.906,0.378784709421476,"SLC25A5"
2.92952822817294e-05,-0.636289510442053,0.896,1,0.481673031276195,"COX8A"
3.56635595484434e-05,-2.32177954868821,0.209,0.719,0.586380246095507,"PDK4"
3.86236695130014e-05,3.80510995002019,0.149,0,0.635050374132769,"RCAN2"
3.92335767174105e-05,-0.702473437012049,0.821,0.906,0.645078468387663,"UBC"
4.36547237473867e-05,4.87357949215672,0.224,0,0.717770967854532,"CHL1"
4.61493827084452e-05,1.38434192292705,0.851,0.562,0.758788150492255,"EMX2"
4.73045026034877e-05,2.91843483176758,0.224,0.031,0.777780631806545,"FGF9"
4.81995791217033e-05,-2.08998928312589,0.179,0.688,0.792497479919046,"IDI1"
5.15581946585271e-05,1.89654501164516,0.478,0.188,0.847719836575502,"LEPROTL1"
